timestamp,provider,region,continent,honeypot,event_type,protocol,dst_port,src_ip,src_country,asn,ip_reputation,src_os,username,password,cve,action,payload_sample_hash,bytes_in,bytes_out,session_id
2025-07-08T08:12:00,GCP,us-east4-c,North America,Dionaea,malware_capture,UDP,22,235.115.72.106,CN,AS37963,known_attacker,Linux 2.6.x,,,CVE-2001-0540,authentication_failed,c7f67bb371de0f22,6701,5141,a10b7101f6e9
2025-07-08T08:15:00,Azure,East US,North America,Heralding,credential_capture,TCP,993,149.238.141.27,US,AS36351,bad_reputation,Linux 4.x,admin,admin,,command_executed,,4585,2813,07ff35927515
2025-07-08T12:10:00,Azure,Southeast Asia,Asia,Cowrie,command_input,TCP,139,53.208.40.127,VN,AS13335,bad_reputation,Unknown,oracle,,,payload_captured,,4836,2997,9a9d445c7bc4
2025-07-08T13:36:00,AWS,us-east-1c,North America,Dionaea,malware_capture,UDP,465,3.56.181.4,BR,AS37963,bad_reputation,Unknown,,,CVE-2006-2369,connection_attempted,73d7492e378646d3,2083,4690,43c53685a757
2025-07-08T15:46:00,GCP,europe-west2-c,Europe,Dionaea,exploit_attempt,UDP,139,206.200.71.30,BR,AS15169,unknown,Unknown,,,CVE-2006-2369,command_executed,,5555,2182,58034a9903e5
2025-07-08T18:13:00,Azure,East US,North America,Dionaea,malware_capture,TCP,53,153.33.191.253,DE,AS8075,bad_reputation,Unknown,,,CVE-2001-0540,connection_attempted,829284c909163b73,4944,3654,70470e2a7283
2025-07-08T18:24:00,GCP,us-east4-c,North America,Honeytrap,unknown_service_probe,TCP,5900,213.180.180.202,RU,AS14618,unknown,Windows 7/8,,,,command_executed,,10178,4067,3c56742ca943
2025-07-08T18:33:00,AWS,us-east-1c,North America,VNClowpot,vnc_auth_attempt,TCP,143,226.31.21.24,VE,AS36351,bad_reputation,Windows 7/8,,,CVE-2012-0152,alert_logged,,4615,4190,a2d0c67882ed
2025-07-08T19:28:00,Azure,Southeast Asia,Asia,RDPY,rdp_session_start,UDP,1433,124.213.153.20,SG,AS14618,bad_reputation,Linux 4.x,,,CVE-2012-0152,command_executed,,4835,1568,60498e1047f4
2025-07-08T20:57:00,GCP,europe-west2-c,Europe,Dionaea,service_probe,TCP,995,195.232.56.240,VE,AS13335,known_attacker,Linux 2.6.x,,,CVE-2001-0540,alert_logged,,4892,4470,1dccba8f8261
2025-07-08T22:16:00,GCP,europe-west2-c,Europe,Glutton,tcp_connect,TCP,995,200.249.229.145,SG,AS16509,bad_reputation,Unknown,,,,authentication_failed,,7873,2332,7ccc948e632a
2025-07-08T23:13:00,Azure,East US,North America,Heralding,credential_capture,UDP,80,158.43.235.16,VN,AS37963,bad_reputation,Unknown,,,,payload_captured,,7524,3010,85d9c6b2e6de
2025-07-08T23:41:00,GCP,europe-west2-c,Europe,Dionaea,exploit_attempt,UDP,443,34.254.232.35,US,AS13335,unknown,Unknown,,,CVE-2012-0152,alert_logged,,3372,4801,50df4b848bb3
2025-07-09T00:17:00,Azure,East US,North America,Cowrie,command_input,TCP,143,200.169.42.157,VN,AS14618,known_attacker,Linux 3.x,support,password,,authentication_failed,,5424,2240,946387e78f33
2025-07-09T00:58:00,GCP,us-east4-c,North America,VNClowpot,vnc_auth_attempt,UDP,80,46.197.37.104,BR,AS16509,bad_reputation,Linux 2.6.x,,,CVE-2005-4050,command_executed,,3299,3015,40b47462c582
2025-07-09T01:39:00,Azure,East US,North America,Heralding,credential_capture,UDP,3306,143.149.34.214,IE,AS14061,unknown,Windows XP,pi,admin,,payload_captured,,8202,3934,1fb7e805f534
2025-07-09T02:37:00,GCP,europe-west2-c,Europe,Cowrie,ssh_login_attempt,TCP,995,246.146.1.23,VN,AS14061,unknown,Linux 2.6.x,user,raspberry,,alert_logged,,902,3467,5efcbdc4d047
2025-07-09T04:39:00,AWS,us-east-1c,North America,Dionaea,service_probe,TCP,22,27.229.191.102,GB,AS16509,bad_reputation,Windows 7/8,,,CVE-2012-0152,alert_logged,,5748,3809,fd9fc9172c7a
2025-07-09T05:19:00,Azure,Southeast Asia,Asia,Mailoney,smtp_probe,TCP,25,175.7.76.156,VN,AS36351,unknown,Linux 3.x,,,,alert_logged,aa2c4963bfdf3526,9163,5578,70686fe21c28
2025-07-09T05:25:00,GCP,us-east4-c,North America,Glutton,ssh_banner_grab,TCP,22,191.29.148.67,IE,AS14618,bad_reputation,Linux 3.x,,,,alert_logged,,120,3811,c61e8f7d2d38
2025-07-09T07:36:00,GCP,europe-west2-c,Europe,Heralding,credential_capture,TCP,110,94.48.103.41,VN,AS14618,known_attacker,Linux 2.6.x,pi,admin,,payload_captured,,5587,1686,41a3f15ea3d0
2025-07-09T11:16:00,Azure,Southeast Asia,Asia,Cowrie,command_input,UDP,443,215.182.23.193,RU,AS37963,known_attacker,Unknown,support,toor,,connection_attempted,,7566,2098,714f96ae510b
2025-07-09T15:27:00,GCP,us-east4-c,North America,Cowrie,command_input,TCP,135,33.188.137.81,IN,AS36351,benign_suspected,Linux 3.x,root,,,command_executed,,2964,4752,5952e6c07ad9
2025-07-09T16:45:00,Azure,East US,North America,Dionaea,service_probe,TCP,5900,7.121.249.229,GB,AS8075,bad_reputation,Linux 3.x,,,CVE-2006-2369,authentication_failed,,4840,832,b5da4dbadfe2
2025-07-09T18:26:00,Azure,Southeast Asia,Asia,Glastopf,sql_injection,TCP,110,209.104.28.175,IN,AS8075,bad_reputation,Linux 3.x,,,CVE-2012-0152,alert_logged,,7621,3146,28c7fb0bd4f2
2025-07-09T19:28:00,AWS,us-east-1c,North America,Dionaea,exploit_attempt,UDP,993,111.184.32.160,SG,AS37963,bad_reputation,Linux 3.x,,,CVE-2001-0540,alert_logged,,3809,5155,3fbdacd5184d
2025-07-09T20:41:00,GCP,europe-west2-c,Europe,Cowrie,telnet_login_attempt,UDP,587,54.21.35.206,RU,AS16509,unknown,Unknown,admin,toor,,authentication_failed,,4058,3645,ef7fab3c4c74
2025-07-09T21:22:00,AWS,us-east-1c,North America,Glutton,tcp_connect,UDP,110,24.94.74.69,IE,AS37963,bad_reputation,Linux 3.x,,,,alert_logged,,4561,3827,98cdcb249732
2025-07-09T21:38:00,GCP,europe-west2-c,Europe,Cowrie,telnet_login_attempt,TCP,3306,158.199.134.200,DE,AS45102,bad_reputation,Windows XP,pi,123456,,connection_attempted,,7015,3889,0510fab530bf
2025-07-09T22:38:00,Azure,Southeast Asia,Asia,Dionaea,exploit_attempt,TCP,143,196.182.60.77,US,AS45102,bad_reputation,Linux 3.x,,,CVE-2005-4050,alert_logged,,7017,5363,c1ffa41ab4ea
2025-07-10T00:30:00,Azure,Southeast Asia,Asia,Cowrie,ssh_login_attempt,TCP,443,127.214.168.210,IN,AS15169,known_attacker,Windows XP,user,12345678,,authentication_failed,,7907,1932,02a5a266568a
2025-07-10T01:11:00,GCP,us-east4-c,North America,RDPY,rdp_session_start,UDP,139,239.229.122.239,CN,AS16509,unknown,Linux 2.6.x,,,CVE-2001-0540,payload_captured,,7427,2855,430dfbc6a522
2025-07-10T03:07:00,GCP,europe-west2-c,Europe,Cowrie,ssh_login_attempt,TCP,1433,94.212.201.120,RU,AS15169,known_attacker,Linux 2.6.x,guest,toor,,alert_logged,,5262,3978,63d24486cf00
2025-07-10T04:56:00,AWS,us-east-1c,North America,Dionaea,exploit_attempt,TCP,445,3.164.70.236,IN,AS13335,known_attacker,Linux 2.6.x,,,CVE-2012-0152,authentication_failed,,8088,3591,a2f14c287059
2025-07-10T10:35:00,Azure,East US,North America,Cowrie,command_input,TCP,445,28.175.201.47,SG,AS36351,known_attacker,Linux 2.6.x,pi,toor,,command_executed,,4659,286,e795587496b5
2025-07-10T13:15:00,Azure,East US,North America,VNClowpot,vnc_auth_attempt,UDP,3389,34.153.151.233,RU,AS45102,unknown,Unknown,,,CVE-2005-4050,connection_attempted,,5365,2234,9c1c26d23aac
2025-07-10T13:36:00,GCP,europe-west2-c,Europe,Cowrie,ssh_login_attempt,TCP,1433,174.242.190.167,BR,AS16509,benign_suspected,Linux 3.x,admin,qwerty,,payload_captured,,3618,551,9e1603db21ec
2025-07-10T13:36:00,AWS,us-east-1c,North America,Cowrie,command_input,UDP,23,203.151.177.80,DE,AS16509,known_attacker,Unknown,root,qwerty,,alert_logged,,1715,2816,ba559067f12d
2025-07-10T14:43:00,GCP,us-east4-c,North America,Dionaea,exploit_attempt,TCP,3389,99.106.29.187,RU,AS37963,bad_reputation,Windows 7/8,,,CVE-2012-0152,authentication_failed,,4152,3451,0e1969fea592
2025-07-10T16:39:00,Azure,East US,North America,Glastopf,lfi_rfi,TCP,445,78.221.241.254,CN,AS16509,bad_reputation,Windows XP,,,CVE-2001-0540,payload_captured,dd964e7c6409a6c0,8296,1170,045a8c7d1feb
2025-07-10T17:36:00,AWS,us-east-1c,North America,Glastopf,sql_injection,TCP,22,4.216.130.110,GB,AS37963,bad_reputation,Linux 3.x,,,CVE-2012-0152,command_executed,,5126,3846,ef843cffaaa4
2025-07-10T17:44:00,Azure,Southeast Asia,Asia,Cowrie,ssh_login_attempt,TCP,139,95.175.243.238,US,AS16509,bad_reputation,Linux 2.6.x,test,qwerty,,alert_logged,,3611,2559,d644e6353024
2025-07-10T17:47:00,AWS,us-east-1c,North America,VNClowpot,vnc_auth_attempt,UDP,995,177.200.40.144,GB,AS36351,known_attacker,Unknown,,,CVE-2006-2369,command_executed,,2132,3261,50b4543a0ce4
2025-07-10T17:53:00,GCP,us-east4-c,North America,Dionaea,service_probe,UDP,3306,127.134.103.232,VN,AS8075,bad_reputation,Windows 7/8,,,CVE-2006-2369,connection_attempted,,6271,895,7ce4ba2cad7e
2025-07-10T18:08:00,Azure,East US,North America,Heralding,credential_capture,UDP,3389,149.99.239.157,BR,AS15169,known_attacker,Unknown,admin,12345678,,payload_captured,,4734,3003,4ca8fb43cfdb
2025-07-10T22:16:00,AWS,us-east-1c,North America,Dionaea,service_probe,UDP,995,44.224.18.98,GB,AS14618,bad_reputation,Linux 4.x,,,CVE-2005-4050,alert_logged,,2527,1590,d14b6f6fed69
2025-07-11T00:03:00,Azure,East US,North America,VNClowpot,vnc_auth_attempt,UDP,587,183.212.238.127,US,AS14618,bad_reputation,Windows XP,,,CVE-2006-2369,authentication_failed,,2397,3398,9e9201b566a4
2025-07-11T01:46:00,Azure,Southeast Asia,Asia,Cowrie,command_input,UDP,23,72.142.124.215,DE,AS16509,bad_reputation,Linux 2.6.x,root,P@ssw0rd,,connection_attempted,,6089,3779,d417d1d3df13
2025-07-11T02:43:00,GCP,europe-west2-c,Europe,Dionaea,exploit_attempt,TCP,445,4.216.243.100,RU,AS14618,known_attacker,Windows 7/8,,,CVE-2005-4050,authentication_failed,,5772,3430,540028b16cd0
2025-07-11T02:58:00,Azure,Southeast Asia,Asia,Dionaea,service_probe,TCP,8080,27.15.241.68,IE,AS8075,spam,Linux 2.6.x,,,CVE-2005-4050,alert_logged,,5899,3822,accaee059b84
2025-07-11T03:09:00,AWS,us-east-1c,North America,Cowrie,telnet_login_attempt,TCP,587,152.70.112.169,IN,AS14061,bad_reputation,Windows XP,support,123456,,authentication_failed,,7185,1727,e82814628650
2025-07-11T03:31:00,GCP,us-east4-c,North America,Cowrie,command_input,TCP,445,60.75.208.206,VE,AS37963,bad_reputation,Windows 7/8,guest,qwerty,,authentication_failed,,6564,1818,2e0072c38807
2025-07-11T03:56:00,GCP,europe-west2-c,Europe,Glutton,ssh_banner_grab,UDP,465,14.152.243.200,IE,AS15169,bad_reputation,Linux 2.6.x,,,,alert_logged,,3249,6144,2d53c18c4c5b
2025-07-11T04:33:00,AWS,us-east-1c,North America,Dionaea,service_probe,UDP,23,108.156.88.18,VN,AS14618,bad_reputation,Linux 2.6.x,,,CVE-2001-0540,authentication_failed,,6491,2573,24efc27f8aef
2025-07-11T06:02:00,GCP,us-east4-c,North America,Glutton,ssh_banner_grab,TCP,993,140.164.69.83,DE,AS45102,bad_reputation,Unknown,,,,alert_logged,,4532,4145,489699ff1186
2025-07-11T08:04:00,Azure,Southeast Asia,Asia,RDPY,rdp_session_start,UDP,3306,92.40.22.192,VN,AS14061,known_attacker,Unknown,,,CVE-2012-0152,authentication_failed,,5932,3441,4b14cc702d9d
2025-07-11T09:32:00,Azure,East US,North America,Dionaea,exploit_attempt,TCP,25,153.33.249.1,RU,AS13335,bad_reputation,Linux 2.6.x,,,CVE-2006-2369,authentication_failed,,6657,2935,2b88ef0251ab
2025-07-11T10:36:00,Azure,Southeast Asia,Asia,VNClowpot,vnc_auth_attempt,TCP,8080,186.147.54.114,GB,AS16509,bad_reputation,Windows 7/8,,,CVE-2012-0152,authentication_failed,,5570,1063,c5de5205becf
2025-07-11T11:17:00,Azure,Southeast Asia,Asia,Dionaea,malware_capture,TCP,25,144.152.212.207,DE,AS15169,spam,Unknown,,,CVE-2012-0152,connection_attempted,20da3224d8c30f5c,1776,1716,7484bc496b19
